trial_number,status,map50,map50_95,precision,recall,error_type,hp_imgsz,hp_batch,hp_optimizer,hp_lr0,hp_momentum,hp_weight_decay,hp_warmup_epochs,hp_warmup_momentum,hp_warmup_bias_lr,hp_mosaic,hp_mixup,hp_epochs,hp_device,hp_val,hp_patience,hp_save,hp_plots,hp_cache,hp_workers,hp_close_mosaic,hp_verbose,best_trial
31,completed,0.575203871877037,0.33285768047656583,0.6279706479657985,0.5280482564623817,,768,64,SGD,0.00010527627499202455,0.888593460387621,0.0008005425935994206,3,0.6702643747902545,0.008846528541806498,0.6997552011797397,0.15181187495601245,8,cuda,True,20,True,True,False,8,10,True,False
19,completed,0.5750657616897434,0.3328785878681926,0.6383693880206398,0.5214353293541741,,768,64,SGD,0.0012572946482373871,0.9391522790357703,0.0006312790852644021,3,0.612849991148544,0.009581091430440513,0.924997185059828,0.1613009507739077,8,cuda,True,20,True,True,False,8,10,True,False
12,completed,0.5750243795647425,0.33197846841413614,0.6327684657366114,0.5263941422564559,,768,64,SGD,0.0006707573965261709,0.8788032145046235,0.00018608446967536654,2,0.9076339798561361,0.030481286712759365,0.9241083394569172,0.12474316618456899,8,cuda,True,20,True,True,False,8,10,True,False
26,completed,0.5748535655590452,0.3325117592645908,0.6331827559827126,0.5271421177758693,,768,64,SGD,0.000680896077927012,0.8749899221652856,0.0007859094519095029,3,0.9379847839584119,0.0020970375937223724,0.9086387107056219,0.1946641233828872,8,cuda,True,20,True,True,False,8,10,True,False
20,completed,0.5747262839096262,0.33242659699133603,0.6334015590534288,0.5261905746223079,,768,64,SGD,0.00019409774408113843,0.8566173352757066,0.0002337269531669197,1,0.7222631373010865,0.01672355973911266,0.9748539724246373,0.19898880565440097,8,cuda,True,20,True,True,False,8,10,True,False
2,completed,0.572175535486724,0.32850901858972065,0.6295235049735319,0.5401244384412445,,768,64,AdamW,0.00019485671251272575,0.8578061911582335,0.000790261954970823,3,0.8637788066524075,0.03046137691733707,0.5488360570031919,0.1368466053024314,8,cuda,True,20,True,True,False,8,10,True,False
14,completed,0.5720682538193854,0.3270590225456525,0.6376624970234696,0.5193453900838139,,768,64,Adam,0.0003648765624453425,0.9521414385679057,0.0005733433450715179,2,0.6289642269316154,0.03694056393169325,0.8441440983974132,0.19859216786494333,8,cuda,True,20,True,True,False,8,10,True,False
21,completed,0.5714628221402573,0.32895490965249796,0.6377306047590285,0.5223514877940515,,768,64,Adam,0.0001170177690808451,0.9209918879986447,0.00015481959953941008,3,0.6994537517049798,0.011034875129972614,0.7454902561777089,0.11814716804007039,8,cuda,True,20,True,True,False,8,10,True,False
32,completed,0.568762414083914,0.32804539394731114,0.6271902256717534,0.5199174806011826,,768,64,Adam,0.000136470817178904,0.8970109062903935,0.0007795392208456435,3,0.636594500298316,0.012875103273384508,0.8940697783805857,0.19171669528746693,8,cuda,True,20,True,True,False,8,10,True,False
24,completed,0.5672992926314723,0.32614623159383865,0.6297272953628574,0.5219084962218209,,768,64,AdamW,0.00028982832586057925,0.9011224088902193,0.0008570020016218264,3,0.6375973065667252,0.0022194926894142787,0.9078188400390483,0.07238307109429609,8,cuda,True,20,True,True,False,8,10,True,False
28,completed,0.5670742114487848,0.32471072359554914,0.6220051276564342,0.5377947768482073,,768,64,AdamW,0.0001816950319371306,0.8618101733544855,0.00018619454328701798,2,0.8596224633670249,0.02471331817804086,0.8527374391318845,0.14369498961035593,8,cuda,True,20,True,True,False,8,10,True,False
15,completed,0.566847971190009,0.3253786753541136,0.6122420099124449,0.535795076924792,,768,64,Adam,0.0001500738887151613,0.8596635892864232,0.0004373273933564993,1,0.7248156517196116,0.021051136598623794,0.9188109532508847,0.1037890785120699,8,cuda,True,20,True,True,False,8,10,True,False
36,completed,0.5667181528282965,0.32432603967521795,0.6430506438279135,0.5224245941379175,,768,64,AdamW,0.00022248867701096445,0.8946024438028313,0.0003067897167436233,0,0.5365910374069301,0.03524001773688575,0.7553264786879148,0.04791713874009272,8,cuda,True,20,True,True,False,8,10,True,False
9,completed,0.5649708908023445,0.322901977158741,0.6511864335339984,0.5279678185981324,,768,64,AdamW,0.00034695916603302916,0.8632062309433212,2.8567374298471872e-05,1,0.8681066446651219,0.08607305832563435,0.5034760652655954,0.10214946051551316,8,cuda,True,20,True,True,False,8,10,True,False
17,completed,0.5622170624082131,0.3219154853462397,0.6208032585548521,0.5184069658017879,,768,64,AdamW,0.0005375733382750209,0.9220284993100825,0.0006245610321427977,2,0.8253358856250237,0.020549542524289362,0.9568487765910555,0.18419081572099077,8,cuda,True,20,True,True,False,8,10,True,False
7,completed,0.5606027818022772,0.32060889368260254,0.6236954291848462,0.5136684092631103,,768,64,Adam,0.0007728716861851782,0.9013049222030259,1.1241862095793047e-05,0,0.5141431335590304,0.06364104112637804,0.6571779905381634,0.10171413823294057,8,cuda,True,20,True,True,False,8,10,True,False
37,completed,0.5586432472304765,0.31931877747874665,0.6180044781238684,0.531945242105299,,768,64,Adam,0.0005299480991997462,0.8910324444575807,0.00013259893973744007,1,0.5666023442472398,0.003981033699452843,0.8694090705650911,0.009323764008681987,8,cuda,True,20,True,True,False,8,10,True,False
23,completed,0.5566937623941979,0.32049095746948836,0.6191376143588637,0.5278117087533648,,640,96,SGD,0.00010923720976574512,0.9087276077173645,0.0003818945195905101,3,0.5914682378765702,0.005708881601387014,0.9502356426031231,0.10142130829413395,8,cuda,True,20,True,True,False,8,10,True,False
40,completed,0.5561320329377647,0.31916160530513704,0.5962231058567161,0.5253681374977118,,640,96,SGD,0.0003489202891839771,0.8559053049915213,0.000991194711322742,1,0.8714204009107174,0.0076481178071809,0.9650376225502465,0.19702415968347725,8,cuda,True,20,True,True,False,8,10,True,False
6,completed,0.5553024646124811,0.3189450318519199,0.6424454748503376,0.5103522614601148,,640,96,SGD,0.00012822825454807568,0.8873178786058794,4.4706085467784903e-05,2,0.7869008621098459,0.08872127425763265,0.7361074625809747,0.02391884918766034,8,cuda,True,20,True,True,False,8,10,True,False
38,completed,0.5552333786068102,0.3196286912993644,0.5960777191462452,0.5271403566552395,,640,96,SGD,0.0005562671827608824,0.9208468793572436,0.0007112882802612956,3,0.6914645211274437,0.0035044865075706784,0.943400436789498,0.19658023796985702,8,cuda,True,20,True,True,False,8,10,True,False
13,completed,0.555043105045364,0.31856037694149986,0.6186371463392815,0.507706343176538,,640,96,SGD,0.00015956212481414519,0.9325638910516862,0.0008202218579862699,1,0.9010023745850442,0.021881343928649495,0.8097286598664397,0.15498974702628246,8,cuda,True,20,True,True,False,8,10,True,False
39,completed,0.5548905335656567,0.3189903389831218,0.6426973145402619,0.5112010094611488,,640,96,SGD,0.00025969974443728553,0.9010564532726025,0.00015395200555927614,0,0.5678979552619839,0.008529487882382562,0.7499675740997609,0.02807877625623379,8,cuda,True,20,True,True,False,8,10,True,False
16,completed,0.5545956639939752,0.318595320502139,0.6168352827065988,0.5098145674299837,,640,96,SGD,0.00011832499546588166,0.884174215072047,0.0008783853975174846,2,0.7167381159130815,0.04145292944378984,0.9586224212426746,0.1960881301767174,8,cuda,True,20,True,True,False,8,10,True,False
29,completed,0.5538962140903665,0.3185506575701633,0.6136852848573107,0.5299448550979642,,640,96,SGD,0.00025947660221022366,0.8549458050763524,0.00027188537082400006,2,0.8277014260079567,0.0017337914021303494,0.7780592853354106,0.16524907961546959,8,cuda,True,20,True,True,False,8,10,True,False
8,completed,0.5470858450892893,0.3114453307087484,0.6453469835822533,0.5047618142778064,,640,96,Adam,0.00013514082247401428,0.8847701743496521,2.101079931010355e-05,3,0.8636541708039875,0.06334037565104235,0.9357302950938589,0.16073441537982291,8,cuda,True,20,True,True,False,8,10,True,False
4,completed,0.543987769075524,0.3098667620522627,0.6445297667588524,0.5065011822547912,,640,96,Adam,0.000215262809722153,0.8554272746692645,4.473636174621264e-05,1,0.6221070642982531,0.08287375091519295,0.6783766633467947,0.05618690193747616,8,cuda,True,20,True,True,False,8,10,True,False
3,completed,0.541650867972252,0.307929281352688,0.5905118020915676,0.5105315153574763,,640,96,AdamW,0.00027520696850790545,0.9295026741224778,4.201672054372529e-05,2,0.7460196257044758,0.018485445552552705,0.9847923138822793,0.15502656467222292,8,cuda,True,20,True,True,False,8,10,True,False
1,completed,0.5392655211791706,0.3058586865375104,0.7308239973927912,0.48374232850502336,,640,96,AdamW,0.0005418282319533242,0.8849474968237651,0.00016738085788752134,0,0.6314650918408482,0.03663618432936917,0.728034992108518,0.15703519227860274,8,cuda,True,20,True,True,False,8,10,True,False
5,completed,0.5258322084927844,0.29801037905056804,0.6058821746097605,0.4817668363562652,,640,96,AdamW,0.0020512599422151364,0.8738458817841006,1.0257563974185649e-05,3,0.8180858047314277,0.07290071680409874,0.8856351733429728,0.014808930346818072,8,cuda,True,20,True,True,False,8,10,True,False
